Serial,Time,Lat,Lon,Temp,Hm0,Hsig,Hmax,Tz,Tm02,Tm01,Tp,Dp,Dm,Dp_sp,Dm_sp,Qflag,Qcode,Percent,Dof
SPOT_30856C,24-Jan-2025 07:00:00, -23.47968, 152.07845, 27.37,  1.25,  1.17,  1.92,  4.05,  3.91,  4.35,  5.69, 18.93, 20.96, 27.70, 39.20,1,1,100,68 
SPOT_30856C,24-Jan-2025 07:30:00, -23.47968, 152.07845, 27.38,  1.23,  1.13,  2.15,  4.11,  4.00,  4.47,  6.02, 15.65, 22.19, 26.10, 39.53,1,1,100,68 
SPOT_30856C,24-Jan-2025 08:00:00, -23.47970, 152.07844, 27.36,  1.18,  1.15,  2.07,  4.13,  3.85,  4.30,  5.69, 20.91, 23.79, 28.95, 40.15,1,1,100,68 
SPOT_30856C,24-Jan-2025 08:30:00, -23.47973, 152.07843, 27.36,  1.25,  1.09,  1.79,  4.06,  4.10,  4.56,  5.69, 26.07, 25.12, 26.59, 37.06,1,1,100,68 
SPOT_30856C,24-Jan-2025 09:00:00, -23.47977, 152.07842, 27.37,  1.39,  1.27,  2.74,  4.26,  4.28,  4.72,  6.02, 25.46, 26.82, 22.85, 34.07,1,1,100,68 
SPOT_30856C,24-Jan-2025 09:30:00, -23.47980, 152.07842, 27.38,  1.43,  1.32,  2.84,  4.61,  4.34,  4.75,  6.02, 23.81, 23.13, 24.06, 32.76,1,1,100,68 
SPOT_30856C,24-Jan-2025 10:00:00, -23.47985, 152.07840, 27.39,  1.47,  1.39,  2.48,  4.56,  4.35,  4.75,  5.69, 20.29, 20.44, 22.81, 33.31,1,1,100,68 
SPOT_30856C,24-Jan-2025 10:30:00, -23.47994, 152.07835, 27.39,  1.24,  1.20,  2.21,  4.22,  4.00,  4.45,  5.69, 17.40, 17.39, 30.05, 39.41,1,1,100,68 
SPOT_30856C,24-Jan-2025 11:00:00, -23.48004, 152.07826, 27.40,  1.24,  1.24,  2.14,  4.30,  4.10,  4.54,  6.02,357.65, 12.09, 27.37, 39.70,3,4,100,68 
SPOT_30856C,24-Jan-2025 11:30:00, -23.48008, 152.07822, 27.40,  1.35,  1.22,  2.28,  4.22,  4.16,  4.62,  5.69,  7.62, 14.71, 21.33, 35.81,3,4,100,68 
SPOT_30856C,24-Jan-2025 12:00:00, -23.48017, 152.07808, 27.42,  1.30,  1.19,  1.99,  4.28,  4.12,  4.57,  5.69, 10.88, 13.02, 24.70, 38.10,1,1,100,68 
SPOT_30856C,24-Jan-2025 12:30:00, -23.48016, 152.07787, 27.43,  1.20,  1.14,  1.92,  4.17,  4.01,  4.43,  5.39,  5.47, 10.52, 27.20, 39.19,1,1,100,68 
SPOT_30856C,24-Jan-2025 13:00:00, -23.48015, 152.07785, 27.45,  1.28,  1.16,  1.72,  4.05,  4.00,  4.41,  5.69,  6.26,  9.01, 27.99, 38.76,1,1,100,68 
SPOT_30856C,24-Jan-2025 13:30:00, -23.48013, 152.07782, 27.46,  1.20,  1.14,  2.03,  4.21,  4.01,  4.45,  5.69,  4.90,  8.02, 27.13, 39.31,1,1,100,68 
SPOT_30856C,24-Jan-2025 14:00:00, -23.48012, 152.07782, 27.47,  1.21,  1.09,  1.83,  4.20,  4.08,  4.55,  5.69,  7.04,  7.49, 26.37, 38.00,1,1,100,68 
SPOT_30856C,24-Jan-2025 14:30:00, -23.48014, 152.07786, 27.48,  1.16,  1.17,  1.92,  4.15,  3.96,  4.38,  5.39,  0.24,  0.26, 26.94, 39.46,1,1,100,68 
SPOT_30856C,24-Jan-2025 15:00:00, -23.48018, 152.07812, 27.48,  1.14,  1.11,  1.94,  4.02,  3.92,  4.34,  5.69,  8.11,  4.96, 29.88, 39.47,1,1,100,68 
SPOT_30856C,24-Jan-2025 15:30:00, -23.48007, 152.07828, 27.54,  1.08,  1.01,  2.04,  3.93,  3.82,  4.26,  6.02, 22.43,  9.49, 34.53, 42.57,1,1,100,68 
SPOT_30856C,24-Jan-2025 16:00:00, -23.47995, 152.07831, 27.54,  1.16,  1.10,  2.07,  4.18,  3.93,  4.37,  6.02, 19.08, 12.24, 32.46, 38.34,1,1,100,68 
SPOT_30856C,24-Jan-2025 16:30:00, -23.47988, 152.07834, 27.50,  1.04,  0.97,  1.63,  3.96,  3.80,  4.24,  5.69,  7.95, 12.89, 30.01, 38.62,1,1,100,68 
SPOT_30856C,24-Jan-2025 17:00:00, -23.47975, 152.07835, 27.46,  0.94,  0.90,  1.56,  3.86,  3.59,  4.00,  6.02, 14.80, 12.31, 29.96, 38.20,1,1,100,68 
SPOT_30856C,24-Jan-2025 17:30:00, -23.47970, 152.07838, 27.43,  0.95,  0.85,  1.37,  3.84,  3.74,  4.22,  6.02, 10.53, 13.15, 28.43, 39.25,1,1,100,68 
SPOT_30856C,24-Jan-2025 18:00:00, -23.47970, 152.07839, 27.40,  0.99,  0.92,  1.42,  3.90,  3.70,  4.14,  5.69,  9.40, 14.55, 32.29, 39.36,1,1,100,68 
SPOT_30856C,24-Jan-2025 18:30:00, -23.47969, 152.07840, 27.42,  1.09,  1.00,  1.57,  4.03,  3.97,  4.39,  5.39,  9.65, 15.79, 28.45, 37.00,1,1,100,68 
SPOT_30856C,24-Jan-2025 19:00:00, -23.47972, 152.07844, 27.32,  1.09,  1.02,  1.58,  3.92,  3.81,  4.19,  5.69, 15.90, 17.25, 29.11, 37.74,1,1,100,68 
SPOT_30856C,24-Jan-2025 19:30:00, -23.47970, 152.07844, 27.33,  0.98,  0.90,  1.58,  3.80,  3.66,  4.05,  5.39, 14.42, 18.11, 25.85, 39.50,1,1,100,68 
SPOT_30856C,24-Jan-2025 20:00:00, -23.47968, 152.07844, 27.30,  0.99,  0.94,  1.80,  3.88,  3.70,  4.11,  6.02, 23.02, 21.80, 41.94, 42.55,1,1,100,68 
SPOT_30856C,24-Jan-2025 20:30:00, -23.47967, 152.07843, 27.29,  1.08,  0.98,  1.87,  3.92,  3.86,  4.27,  6.02, 28.60, 22.44, 32.90, 39.81,1,1,100,68 
SPOT_30856C,24-Jan-2025 21:00:00, -23.47969, 152.07843, 27.32,  1.05,  1.00,  1.82,  3.86,  3.70,  4.07,  5.39, 22.94, 28.72, 33.52, 42.39,1,1,100,68 
SPOT_30856C,24-Jan-2025 21:30:00, -23.47971, 152.07845, 27.43,  1.14,  1.04,  1.95,  3.77,  3.66,  4.02,  5.69, 33.60, 31.07, 36.75, 44.53,1,1,100,68 
SPOT_30856C,24-Jan-2025 22:00:00, -23.47973, 152.07845, 27.39,  1.26,  1.10,  1.79,  3.83,  3.80,  4.13,  5.12, 33.38, 31.92, 35.73, 41.25,1,1,100,68 
SPOT_30856C,24-Jan-2025 22:30:00, -23.47974, 152.07842, 27.42,  1.19,  1.12,  2.04,  3.88,  3.83,  4.22,  5.39, 33.70, 31.16, 34.19, 41.34,1,1,100,68 
SPOT_30856C,24-Jan-2025 23:00:00, -23.47980, 152.07840, 27.42,  1.17,  1.13,  2.34,  3.94,  3.72,  4.09,  5.39, 32.04, 30.65, 30.81, 39.94,1,1,100,68 
SPOT_30856C,24-Jan-2025 23:30:00, -23.47988, 152.07835, 27.41,  1.16,  1.05,  2.07,  3.90,  3.73,  4.08,  4.45, 23.90, 29.16, 29.58, 39.05,1,1,100,68 
SPOT_30856C,25-Jan-2025 00:00:00, -23.48009, 152.07813, 27.42,  1.19,  1.08,  1.79,  3.83,  3.83,  4.18,  5.12, 19.95, 26.00, 32.62, 38.61,1,1,100,68 
SPOT_30856C,25-Jan-2025 00:30:00, -23.48008, 152.07780, 27.38,  1.11,  1.08,  1.81,  3.98,  3.79,  4.17,  5.12, 17.42, 21.78, 33.06, 40.18,1,1,100,68 
SPOT_30856C,25-Jan-2025 01:00:00, -23.48003, 152.07771, 27.36,  1.17,  1.05,  1.88,  4.06,  3.97,  4.37,  5.39, 28.60, 23.69, 28.38, 37.89,1,1,100,68 
SPOT_30856C,25-Jan-2025 01:30:00, -23.48002, 152.07767, 27.37,  1.15,  1.13,  2.02,  4.03,  3.88,  4.23,  5.12, 18.81, 21.49, 35.28, 40.68,1,1,100,68 
SPOT_30856C,25-Jan-2025 02:00:00, -23.48001, 152.07766, 27.26,  1.09,  1.00,  1.58,  4.03,  3.87,  4.24,  4.88, 14.44, 21.44, 34.44, 43.69,1,1,100,68 
SPOT_30856C,25-Jan-2025 02:30:00, -23.48003, 152.07768, 27.19,  1.06,  1.05,  1.68,  4.12,  3.90,  4.28,  5.39, 21.75, 21.90, 34.29, 40.65,1,1,100,68 
SPOT_30856C,25-Jan-2025 03:00:00, -23.48007, 152.07776, 27.15,  1.10,  1.02,  1.78,  4.12,  4.05,  4.44,  5.12, 18.27, 22.96, 30.30, 37.16,1,1,100,68 
SPOT_30856C,25-Jan-2025 03:30:00, -23.48010, 152.07792, 27.09,  1.03,  0.99,  1.57,  3.98,  3.96,  4.40,  5.39, 22.17, 23.56, 30.82, 38.91,1,1,100,68 
SPOT_30856C,25-Jan-2025 04:00:00, -23.48007, 152.07797, 27.10,  0.98,  0.95,  1.65,  4.29,  4.00,  4.44,  5.39, 22.13, 22.45, 27.48, 37.55,1,1,100,68 
SPOT_30856C,25-Jan-2025 04:30:00, -23.47986, 152.07784, 27.09,  0.95,  0.86,  1.56,  3.91,  3.82,  4.30,  5.39, 30.45, 29.73, 27.32, 38.35,1,1,100,68 
SPOT_30856C,25-Jan-2025 05:00:00, -23.47973, 152.07765, 27.05,  0.94,  0.83,  1.50,  3.69,  3.67,  4.19,  5.39, 32.51, 33.72, 26.95, 40.22,1,1,100,68 
SPOT_30856C,25-Jan-2025 05:30:00, -23.47956, 152.07776, 27.00,  0.91,  0.83,  1.30,  3.79,  3.62,  4.19,  5.39, 26.71, 34.99, 27.81, 44.88,1,1,100,68 
SPOT_30856C,25-Jan-2025 06:00:00, -23.47945, 152.07803, 26.98,  0.88,  0.84,  1.56,  3.69,  3.61,  4.17,  5.12, 35.25, 43.64, 35.85, 47.78,1,1,100,68 
SPOT_30856C,25-Jan-2025 06:30:00, -23.47949, 152.07822, 26.98,  0.90,  0.81,  1.39,  3.95,  3.81,  4.39,  5.69, 44.41, 48.52, 35.98, 46.87,1,1,100,68 
SPOT_30856C,25-Jan-2025 07:00:00, -23.47954, 152.07831, 26.99,  0.78,  0.72,  1.32,  3.95,  3.82,  4.41,  5.69, 47.85, 50.49, 37.34, 46.11,1,1,100,68 
SPOT_30856C,25-Jan-2025 07:30:00, -23.47957, 152.07837, 27.00,  0.71,  0.68,  1.16,  4.05,  3.89,  4.47,  5.39, 46.66, 50.72, 42.75, 48.74,1,1,100,68 
SPOT_30856C,25-Jan-2025 08:00:00, -23.47960, 152.07841, 26.92,  0.69,  0.69,  1.17,  4.32,  4.07,  4.59,  5.12, 38.14, 47.96, 42.81, 49.62,1,1,100,68 
SPOT_30856C,25-Jan-2025 08:30:00, -23.47959, 152.07840, 27.04,  0.75,  0.67,  1.08,  4.46,  4.30,  4.73,  5.12, 47.10, 52.57, 43.02, 46.91,1,1,100,68 
SPOT_30856C,25-Jan-2025 09:00:00, -23.47961, 152.07830, 26.88,  0.69,  0.64,  1.11,  4.34,  4.10,  4.61,  5.39, 55.17, 54.94, 25.66, 34.19,1,1,100,68 
SPOT_30856C,25-Jan-2025 09:30:00, -23.47961, 152.07788, 26.85,  0.51,  0.47,  0.75,  3.87,  3.54,  4.24,  5.39, 59.10, 58.33, 23.17, 38.88,1,1,100,68 
SPOT_30856C,25-Jan-2025 10:00:00, -23.47985, 152.07761, 26.74,  0.47,  0.41,  0.70,  3.72,  3.43,  4.16,  5.39, 61.12, 52.56, 30.45, 47.75,1,1,100,68 
SPOT_30856C,25-Jan-2025 10:30:00, -23.47993, 152.07764, 26.88,  0.44,  0.40,  0.74,  4.09,  3.79,  4.49,  4.88, 19.15, 32.48, 34.80, 49.21,1,1,100,68 
SPOT_30856C,25-Jan-2025 11:00:00, -23.47986, 152.07762, 26.95,  0.43,  0.38,  0.68,  4.20,  4.04,  4.76,  5.12, 46.27, 39.19, 29.86, 45.65,1,1,100,68 
SPOT_30856C,25-Jan-2025 11:30:00, -23.47987, 152.07764, 27.21,  0.44,  0.40,  0.79,  3.91,  3.64,  4.31,  4.65, 27.83, 34.80, 32.90, 43.84,1,1,100,68 
SPOT_30856C,25-Jan-2025 12:00:00, -23.47982, 152.07766, 27.24,  0.50,  0.45,  0.72,  3.83,  3.61,  4.22,  4.88, 35.36, 41.59, 33.91, 42.74,1,1,100,68 
SPOT_30856C,25-Jan-2025 12:30:00, -23.47983, 152.07764, 27.08,  0.48,  0.44,  0.78,  3.87,  3.64,  4.44,  4.88, 41.81, 39.97, 37.31, 47.28,1,1,100,68 
SPOT_30856C,25-Jan-2025 13:00:00, -23.47983, 152.07761, 27.07,  0.49,  0.44,  0.78,  4.00,  3.58,  4.38,  5.12, 51.52, 42.20, 31.25, 49.87,1,1,100,68 
SPOT_30856C,25-Jan-2025 13:30:00, -23.47981, 152.07764, 27.09,  0.54,  0.50,  0.84,  3.85,  3.64,  4.37,  5.12, 51.11, 43.17, 22.55, 43.92,1,1,100,68 
SPOT_30856C,25-Jan-2025 14:00:00, -23.47971, 152.07768, 27.22,  0.50,  0.46,  0.79,  3.73,  3.48,  4.22,  4.88, 36.66, 43.77, 33.59, 44.94,1,1,100,68 
SPOT_30856C,25-Jan-2025 14:30:00, -23.47980, 152.07764, 27.21,  0.50,  0.46,  0.69,  4.12,  3.84,  4.50,  5.12, 50.48, 43.18, 25.43, 41.32,1,1,100,68 
SPOT_30856C,25-Jan-2025 15:00:00, -23.47987, 152.07762, 27.34,  0.49,  0.43,  0.66,  3.73,  3.41,  4.22,  5.39, 45.76, 42.06, 26.80, 45.20,1,1,100,68 
SPOT_30856C,25-Jan-2025 15:30:00, -23.47981, 152.07763, 27.23,  0.46,  0.43,  0.86,  3.79,  3.36,  4.26,  5.12, 44.36, 44.61, 24.41, 42.89,1,1,100,68 
SPOT_30856C,25-Jan-2025 16:00:00, -23.47984, 152.07760, 27.49,  0.48,  0.44,  0.76,  3.94,  3.47,  4.35,  5.12, 46.06, 42.82, 24.99, 44.06,1,1,100,68 
SPOT_30856C,25-Jan-2025 16:30:00, -23.47986, 152.07757, 27.73,  0.47,  0.42,  0.75,  4.28,  3.72,  4.58,  5.39, 45.07, 40.03, 30.27, 46.19,1,1,100,68 
SPOT_30856C,25-Jan-2025 17:00:00, -23.47991, 152.07757, 27.78,  0.47,  0.44,  0.73,  4.19,  3.79,  4.55,  4.88, 40.33, 37.65, 36.04, 50.34,1,1,100,68 
SPOT_30856C,25-Jan-2025 17:30:00, -23.47989, 152.07756, 27.75,  0.52,  0.47,  0.84,  3.76,  3.59,  4.32,  5.12, 50.24, 47.05, 29.38, 45.39,1,1,100,68 
SPOT_30856C,25-Jan-2025 18:00:00, -23.47989, 152.07756, 27.73,  0.53,  0.50,  0.89,  4.12,  3.73,  4.59,  5.39, 51.79, 47.61, 29.46, 47.01,1,1,100,68 
SPOT_30856C,25-Jan-2025 18:30:00, -23.47987, 152.07759, 27.72,  0.61,  0.54,  0.92,  3.95,  3.82,  4.54,  5.39, 53.93, 51.90, 30.10, 43.31,1,1,100,68 
SPOT_30856C,25-Jan-2025 19:00:00, -23.47982, 152.07761, 27.70,  0.58,  0.56,  1.07,  4.04,  3.62,  4.33,  5.39, 56.54, 53.50, 23.86, 40.87,1,1,100,68 
SPOT_30856C,25-Jan-2025 19:30:00, -23.47978, 152.07764, 27.69,  0.61,  0.56,  0.90,  3.90,  3.70,  4.37,  5.69, 54.59, 55.24, 19.36, 38.09,1,1,100,68 
SPOT_30856C,25-Jan-2025 20:00:00, -23.47981, 152.07772, 27.67,  0.58,  0.53,  0.87,  3.90,  3.56,  4.24,  5.69, 53.49, 56.82, 18.13, 37.78,1,1,100,68 
SPOT_30856C,25-Jan-2025 20:30:00, -23.47986, 152.07777, 27.67,  0.56,  0.53,  0.95,  3.65,  3.52,  4.17,  5.69, 55.22, 58.00, 19.11, 35.76,1,1,100,68 
SPOT_30856C,25-Jan-2025 21:00:00, -23.47977, 152.07770, 27.67,  0.57,  0.52,  0.80,  3.77,  3.56,  4.22,  5.69, 54.32, 56.98, 19.54, 37.57,1,1,100,68 
SPOT_30856C,25-Jan-2025 21:30:00, -23.47969, 152.07771, 27.67,  0.55,  0.50,  0.80,  3.91,  3.65,  4.44,  5.69, 57.47, 56.58, 20.22, 38.30,1,1,100,68 
SPOT_30856C,25-Jan-2025 22:00:00, -23.47967, 152.07768, 27.67,  0.50,  0.46,  0.78,  3.97,  3.56,  4.33,  5.69, 53.36, 55.38, 21.28, 40.30,1,1,100,68 
SPOT_30856C,25-Jan-2025 22:30:00, -23.47982, 152.07761, 27.65,  0.41,  0.39,  0.70,  3.85,  3.42,  4.33,  5.69, 54.55, 53.27, 24.08, 45.05,1,1,100,68 
SPOT_30856C,25-Jan-2025 23:00:00, -23.47989, 152.07757, 27.67,  0.39,  0.37,  0.66,  3.79,  3.45,  4.40,  5.69, 51.59, 50.76, 29.55, 50.85,1,1,100,68 
SPOT_30856C,25-Jan-2025 23:30:00, -23.47990, 152.07756, 27.64,  0.37,  0.34,  0.53,  4.02,  3.36,  4.42,  5.69, 49.41, 46.27, 34.23, 55.16,1,1,100,68 
SPOT_30856C,26-Jan-2025 00:00:00, -23.47990, 152.07754, 27.61,  0.42,  0.36,  0.70,  3.60,  3.23,  4.17,  5.39, 48.27, 46.75, 34.48, 50.42,1,1,100,68 
SPOT_30856C,26-Jan-2025 00:30:00, -23.47988, 152.07755, 27.62,  0.41,  0.35,  0.75,  3.39,  3.13,  4.04,  5.39, 53.55, 49.43, 31.56, 50.70,1,1,100,68 
SPOT_30856C,26-Jan-2025 01:00:00, -23.47988, 152.07757, 27.64,  0.42,  0.36,  0.66,  3.45,  3.14,  4.00,  5.39, 48.67, 50.15, 29.11, 47.19,1,1,100,68 
SPOT_30856C,26-Jan-2025 01:30:00, -23.47986, 152.07758, 27.64,  0.43,  0.39,  0.66,  3.56,  3.14,  4.06,  9.31, 53.58, 52.80, 33.92, 50.12,1,1,100,68 
SPOT_30856C,26-Jan-2025 02:00:00, -23.47985, 152.07759, 27.62,  0.48,  0.40,  0.69,  3.79,  3.55,  4.65,  5.39, 53.94, 50.11, 26.27, 49.08,1,1,100,68 
SPOT_30856C,26-Jan-2025 02:30:00, -23.47986, 152.07759, 27.59,  0.48,  0.44,  0.76,  4.00,  3.59,  4.64,  9.31, 48.59, 49.63, 30.21, 46.75,1,1,100,68 
SPOT_30856C,26-Jan-2025 03:00:00, -23.47985, 152.07758, 27.57,  0.48,  0.44,  0.75,  3.96,  3.46,  4.37,  5.39, 55.16, 51.04, 28.82, 44.55,1,1,100,68 
SPOT_30856C,26-Jan-2025 03:30:00, -23.47983, 152.07758, 27.52,  0.48,  0.44,  0.66,  4.11,  3.69,  4.56,  5.12, 51.28, 52.57, 26.15, 44.66,1,1,100,68 
SPOT_30856C,26-Jan-2025 04:00:00, -23.47982, 152.07759, 27.40,  0.49,  0.44,  0.78,  3.98,  3.70,  4.72,  9.31, 56.53, 52.26, 27.44, 43.15,1,1,100,68 
SPOT_30856C,26-Jan-2025 04:30:00, -23.47981, 152.07759, 27.32,  0.52,  0.45,  0.79,  4.00,  3.86,  4.89,  8.53, 61.48, 55.03, 23.34, 40.03,1,1,100,68 
SPOT_30856C,26-Jan-2025 05:00:00, -23.47981, 152.07760, 27.27,  0.54,  0.48,  0.91,  4.33,  4.01,  5.07,  9.31, 57.43, 57.98, 24.36, 39.39,1,1,100,68 
SPOT_30856C,26-Jan-2025 05:30:00, -23.47982, 152.07761, 27.29,  0.51,  0.46,  0.91,  4.19,  3.74,  4.71,  9.31, 61.79, 58.00, 25.36, 42.67,1,1,100,68 
SPOT_30856C,26-Jan-2025 06:00:00, -23.47988, 152.07760, 27.40,  0.53,  0.45,  0.75,  4.18,  3.99,  5.10, 10.24, 54.95, 58.71, 33.47, 48.76,1,1,100,68 
SPOT_30856C,26-Jan-2025 06:30:00, -23.47998, 152.07773, 27.40,  0.58,  0.49,  0.87,  4.05,  3.96,  5.00,  8.53, 64.75, 63.99, 20.67, 43.97,1,1,100,68 
SPOT_30856C,26-Jan-2025 07:00:00, -23.48003, 152.07809, 27.37,  0.54,  0.48,  0.83,  3.77,  3.56,  4.38,  9.31, 59.75, 63.84, 25.83, 39.25,1,1,100,68 
SPOT_30856C,26-Jan-2025 07:30:00, -23.47985, 152.07836, 27.32,  0.56,  0.51,  0.92,  3.84,  3.77,  4.64,  5.69, 57.45, 62.43, 25.26, 38.66,1,1,100,68 
SPOT_30856C,26-Jan-2025 08:00:00, -23.47972, 152.07840, 27.30,  0.53,  0.49,  0.79,  4.03,  3.64,  4.35,  5.39, 57.55, 62.51, 35.89, 41.98,1,1,100,68 
SPOT_30856C,26-Jan-2025 08:30:00, -23.47963, 152.07840, 27.37,  0.58,  0.52,  0.83,  4.18,  4.00,  4.78,  5.39, 55.02, 61.17, 42.26, 43.98,1,1,100,68 
SPOT_30856C,26-Jan-2025 09:00:00, -23.47964, 152.07842, 27.59,  0.55,  0.51,  0.89,  4.06,  3.74,  4.51,  9.31, 62.76, 63.92, 27.12, 45.27,1,1,100,68 
SPOT_30856C,26-Jan-2025 09:30:00, -23.47958, 152.07839, 27.57,  0.55,  0.46,  0.74,  3.64,  3.76,  4.56,  9.31, 67.17, 61.56, 30.86, 45.66,1,1,100,68 
SPOT_30856C,26-Jan-2025 10:00:00, -23.47958, 152.07828, 27.39,  0.45,  0.40,  0.63,  3.78,  3.52,  4.38, 10.24, 55.71, 62.35, 25.46, 38.17,1,1,100,68 
SPOT_30856C,26-Jan-2025 10:30:00, -23.47956, 152.07803, 27.16,  0.43,  0.37,  0.64,  3.72,  3.43,  4.37, 10.24, 55.01, 57.60, 25.12, 43.29,1,1,100,68 
SPOT_30856C,26-Jan-2025 11:00:00, -23.47961, 152.07779, 27.48,  0.41,  0.36,  0.70,  3.95,  3.50,  4.53,  8.53, 62.77, 59.21, 23.24, 44.95,1,1,100,68 
SPOT_30856C,26-Jan-2025 11:30:00, -23.47988, 152.07764, 27.44,  0.41,  0.36,  0.62,  3.63,  3.49,  4.46, 10.24, 58.11, 57.49, 29.12, 47.21,1,1,100,68 
SPOT_30856C,26-Jan-2025 12:00:00, -23.47995, 152.07764, 27.28,  0.40,  0.36,  0.67,  3.64,  3.42,  4.33,  8.53, 53.15, 51.33, 28.07, 48.50,1,1,100,68 
SPOT_30856C,26-Jan-2025 12:30:00, -23.47995, 152.07766, 27.24,  0.42,  0.37,  0.60,  3.75,  3.40,  4.32, 10.24, 51.70, 52.13, 33.88, 49.46,1,1,100,68 
SPOT_30856C,26-Jan-2025 13:00:00, -23.48005, 152.07775, 27.73,  0.47,  0.40,  0.70,  3.56,  3.35,  4.24, 10.24, 55.00, 55.26, 33.38, 45.71,1,1,100,68 
SPOT_30856C,26-Jan-2025 13:30:00, -23.48006, 152.07783, 27.89,  0.47,  0.39,  0.83,  3.54,  3.44,  4.29, 10.24, 51.63, 54.20, 28.56, 39.99,1,1,100,68 
SPOT_30856C,26-Jan-2025 14:00:00, -23.47988, 152.07775, 27.91,  0.47,  0.39,  0.70,  3.76,  3.57,  4.49, 10.24, 52.95, 54.60, 30.09, 40.92,1,1,100,68 
SPOT_30856C,26-Jan-2025 14:30:00, -23.47992, 152.07761, 27.73,  0.46,  0.40,  0.68,  4.09,  3.64,  4.68,  9.31, 55.82, 50.90, 34.57, 47.12,1,1,100,68 
SPOT_30856C,26-Jan-2025 15:00:00, -23.48000, 152.07763, 27.86,  0.45,  0.39,  0.74,  3.73,  3.41,  4.40, 10.24, 51.00, 47.71, 33.47, 49.81,1,1,100,68 
SPOT_30856C,26-Jan-2025 15:30:00, -23.47996, 152.07761, 27.82,  0.44,  0.39,  0.62,  3.63,  3.28,  4.17,  9.31, 48.54, 48.32, 34.10, 49.74,1,1,100,68 
SPOT_30856C,26-Jan-2025 16:00:00, -23.47991, 152.07758, 27.83,  0.43,  0.38,  0.65,  3.47,  3.25,  4.16, 10.24, 48.85, 45.89, 34.16, 49.70,1,1,100,68 
SPOT_30856C,26-Jan-2025 16:30:00, -23.47992, 152.07757, 27.84,  0.43,  0.37,  0.67,  3.45,  3.14,  4.08, 10.24, 51.57, 44.65, 38.57, 55.16,1,1,100,68 
SPOT_30856C,26-Jan-2025 17:00:00, -23.47993, 152.07755, 27.97,  0.44,  0.38,  0.62,  3.37,  3.03,  3.89,  9.31, 48.46, 47.28, 50.90, 60.07,1,1,100,68 
SPOT_30856C,26-Jan-2025 17:30:00, -23.47997, 152.07757, 27.95,  0.48,  0.44,  0.72,  3.36,  2.97,  3.78, 10.24, 51.42, 49.21, 45.12, 60.14,1,1,100,68 
SPOT_30856C,26-Jan-2025 18:00:00, -23.48000, 152.07758, 27.96,  0.54,  0.48,  0.79,  3.48,  3.14,  4.00, 10.24, 33.27, 50.59, 38.27, 57.55,1,1,100,68 
SPOT_30856C,26-Jan-2025 18:30:00, -23.48005, 152.07766, 27.92,  0.55,  0.49,  0.77,  3.26,  2.98,  3.62,  9.31, 66.25, 62.39, 42.41, 53.86,1,1,100,68 
SPOT_30856C,26-Jan-2025 19:00:00, -23.48003, 152.07770, 27.91,  0.56,  0.52,  0.83,  3.33,  3.04,  3.59,  4.88, 53.15, 53.20, 27.16, 46.46,1,1,100,68 
SPOT_30856C,26-Jan-2025 19:30:00, -23.47993, 152.07772, 27.88,  0.61,  0.55,  0.94,  3.49,  3.19,  3.76, 10.24, 50.92, 54.51, 28.27, 40.84,1,1,100,68 
SPOT_30856C,26-Jan-2025 20:00:00, -23.47983, 152.07773, 27.86,  0.59,  0.55,  0.97,  3.47,  3.30,  3.86, 10.24, 41.37, 56.39, 34.25, 40.97,1,1,100,68 
SPOT_30856C,26-Jan-2025 20:30:00, -23.47970, 152.07790, 27.86,  0.61,  0.55,  0.93,  3.59,  3.38,  3.88,  4.88, 56.01, 59.69, 24.36, 36.21,1,1,100,68 
SPOT_30856C,26-Jan-2025 21:00:00, -23.47962, 152.07823, 27.88,  0.63,  0.58,  1.06,  3.56,  3.42,  3.90,  3.79, 66.29, 62.12, 26.05, 37.07,1,1,100,68 
SPOT_30856C,26-Jan-2025 21:30:00, -23.47962, 152.07831, 28.00,  0.64,  0.58,  1.02,  3.48,  3.46,  3.97,  3.66, 62.01, 63.06, 28.22, 37.31,1,1,100,68 
SPOT_30856C,26-Jan-2025 22:00:00, -23.47958, 152.07827, 27.93,  0.65,  0.59,  0.92,  3.52,  3.38,  3.82,  3.94, 64.66, 64.87, 28.90, 37.73,1,1,100,68 
SPOT_30856C,26-Jan-2025 22:30:00, -23.47950, 152.07795, 27.76,  0.62,  0.57,  1.10,  3.49,  3.29,  3.84,  4.10, 66.08, 59.70, 27.30, 38.52,1,1,100,68 
SPOT_30856C,26-Jan-2025 23:00:00, -23.47975, 152.07761, 27.68,  0.56,  0.51,  0.96,  3.42,  3.27,  3.95,  4.88, 63.13, 56.52, 26.95, 45.84,1,1,100,68 
SPOT_30856C,26-Jan-2025 23:30:00, -23.47988, 152.07758, 27.73,  0.58,  0.51,  0.92,  3.29,  3.19,  3.88,  4.88, 62.78, 54.15, 33.86, 52.85,1,1,100,68 
SPOT_30856C,27-Jan-2025 00:00:00, -23.47993, 152.07758, 27.71,  0.62,  0.56,  0.94,  3.47,  3.28,  3.94,  4.65, 49.28, 48.97, 30.73, 48.63,1,1,100,68 
SPOT_30856C,27-Jan-2025 00:30:00, -23.47993, 152.07759, 27.67,  0.65,  0.59,  0.89,  3.53,  3.33,  3.93,  5.12, 49.42, 45.68, 31.32, 48.56,1,1,100,68 
